47,4952.00
53,3512.00
60,3253.00
61,3276.00
63,4445.00
64,3619.00
66,3379.00
67,3495.00
68,3385.00
70,3702.00
71,3685.00
72,3955.00
74,4911.00
75,4755.00
77,3836.00
78,3890.00
79,4085.00
81,4399.00
83,4401.00
84,4539.00
85,4793.00
87,4693.00
88,4230.00
90,4709.00
91,4809.00
92,4912.00
94,4762.00
95,4674.00
96,4654.00
98,4912.00
100,4928.00
101,4997.00
102,4856.00
104,4878.00
105,4909.00
106,4792.00
107,4906.00
109,4799.00
111,4889.00
111,4889.00
113,4907.00
115,4851.00
116,4929.00
117,4912.00
118,4985.00
119,4950.00
119,4950.00
120,4941.00
121,4995.00
123,4964.00
124,4940.00
124,4940.00
126,4996.00
126,4996.00
128,4998.00
129,4972.00
130,4968.00
131,4958.00
131,4958.00
132,4998.00
133,4995.00
134,4992.00
134,4992.00
136,4988.00
136,4988.00
136,4988.00
137,4999.00
138,4997.00
138,4997.00
139,4994.00
139,4994.00
140,4997.00
140,4997.00
140,4997.00
141,4997.00
141,4997.00
142,5000.00
143,5000.00
144,4958.00
144,4958.00
145,4997.00
146,4976.00
147,4971.00
147,4971.00
149,4996.00
149,4996.00
150,4979.00
151,4998.00
152,4940.00
153,4966.00
154,4989.00
154,4989.00
155,4990.00
157,4993.00
157,4993.00
157,4993.00
158,4978.00
159,4996.00
159,4996.00
160,4993.00
160,4993.00
161,4984.00
161,4984.00
162,4996.00
162,4996.00
162,4996.00
163,4999.00
164,4950.00
164,4950.00
164,4950.00
165,5000.00
165,5000.00
166,4978.00
167,4999.00
167,4999.00
168,4979.00
168,4979.00
169,4988.00
169,4988.00
170,5000.00
170,5000.00
170,5000.00
171,4965.00
171,4965.00
172,4986.00
172,4986.00
174,4995.00
174,4995.00
175,5000.00
175,5000.00
175,5000.00
175,5000.00
176,4999.00
176,4999.00
177,4998.00
177,4998.00
177,4998.00
177,4998.00
178,4994.00
178,4994.00
178,4994.00
178,4994.00
178,4994.00
179,4999.00
179,4999.00
180,4989.00
180,4989.00
181,5000.00
181,5000.00
181,5000.00
182,4995.00
182,4995.00
182,4995.00
182,4995.00
183,5000.00
183,5000.00
183,5000.00
183,5000.00
183,5000.00
184,4999.00
184,4999.00
184,4999.00
184,4999.00
186,4995.00
186,4995.00
186,4995.00
187,4989.00
187,4989.00
188,4976.00
188,4976.00
189,4988.00
190,4919.00
191,4942.00
192,4928.00
192,4928.00
193,4949.00
194,4978.00
195,4967.00
196,4966.00
197,4989.00
198,4996.00
198,4996.00
198,4996.00
198,4996.00
200,4984.00
201,4990.00
202,4985.00
202,4985.00
203,4975.00
203,4975.00
203,4975.00
204,4997.00
204,4997.00
205,4996.00
206,4989.00
207,4996.00
207,4996.00
207,4996.00
209,5000.00
209,5000.00
209,5000.00
209,5000.00
210,5000.00
210,5000.00
210,5000.00
210,5000.00
211,4996.00
212,4958.00
213,4955.00
213,4955.00
214,4990.00
216,5000.00
