67,0,4972.00
67,0,4972.00
68,0,3914.00
68,0,3914.00
69,1,4118.00
71,1,4818.00
73,1,3981.00
75,1,4126.00
78,1,4782.00
79,1,4127.00
80,1,4813.00
82,1,4453.00
83,1,4472.00
84,2,4318.00
85,2,4364.00
87,2,4557.00
89,2,4666.00
90,2,4548.00
92,2,4782.00
93,2,4973.00
95,2,4657.00
96,2,4672.00
98,2,4752.00
99,3,4986.00
100,3,4963.00
102,3,4991.00
103,3,4864.00
104,3,4929.00
105,3,4993.00
106,3,4897.00
107,3,4959.00
109,3,4956.00
110,4,4966.00
111,4,4952.00
112,4,4983.00
113,4,4956.00
114,4,4983.00
114,4,4983.00
115,4,4966.00
117,4,4943.00
118,4,4958.00
119,4,4974.00
121,5,4968.00
121,5,4968.00
122,5,4964.00
124,5,4988.00
124,5,4988.00
125,5,4994.00
126,5,4963.00
127,5,4983.00
129,5,4994.00
131,5,4981.00
131,6,4981.00
131,6,4981.00
132,6,4993.00
132,6,4993.00
133,6,4992.00
133,6,4992.00
134,6,4996.00
134,6,4996.00
136,6,5000.00
136,6,5000.00
136,7,5000.00
137,7,4999.00
138,7,4898.00
139,7,4872.00
140,7,4907.00
141,7,4896.00
143,7,4997.00
144,7,4997.00
144,7,4997.00
146,7,4982.00
147,8,4998.00
147,8,4998.00
148,8,4996.00
148,8,4996.00
149,8,4995.00
149,8,4995.00
150,8,4985.00
150,8,4985.00
151,8,4991.00
151,9,4991.00
152,9,4989.00
152,9,4989.00
152,9,4989.00
153,9,5000.00
153,9,5000.00
154,9,4994.00
154,9,4994.00
155,9,4995.00
157,9,4962.00
157,10,4962.00
158,10,4951.00
159,10,4962.00
159,10,4962.00
160,10,4988.00
161,10,4992.00
162,10,4992.00
164,10,4993.00
164,10,4993.00
165,10,4995.00
165,11,4995.00
165,11,4995.00
166,11,4998.00
166,11,4998.00
167,11,4999.00
167,11,4999.00
168,11,4996.00
168,11,4996.00
169,11,4994.00
169,11,4994.00
169,12,4994.00
170,12,4988.00
172,12,4988.00
172,12,4988.00
172,12,4988.00
174,12,4991.00
174,12,4991.00
174,12,4991.00
175,12,4991.00
176,12,4995.00
176,13,4995.00
176,13,4995.00
176,13,4995.00
176,13,4995.00
176,13,4995.00
178,13,4978.00
179,13,4971.00
180,13,4928.00
181,13,4928.00
182,13,4947.00
182,14,4947.00
184,14,4996.00
184,14,4996.00
185,14,4996.00
186,14,4964.00
187,14,4992.00
188,14,4981.00
189,14,4989.00
190,14,4982.00
190,14,4982.00
191,15,4999.00
192,15,4996.00
193,15,4988.00
193,15,4988.00
194,15,4999.00
194,15,4999.00
195,15,4996.00
195,15,4996.00
195,15,4996.00
195,16,4996.00
196,16,4998.00
196,16,4998.00
197,16,4995.00
197,16,4995.00
197,16,4995.00
197,16,4995.00
197,16,4995.00
198,16,4998.00
198,16,4998.00
198,17,4998.00
199,17,4995.00
199,17,4995.00
199,17,4995.00
199,17,4995.00
200,17,4999.00
200,17,4999.00
200,17,4999.00
200,17,4999.00
201,17,4999.00
201,18,4999.00
201,18,4999.00
202,18,4997.00
202,18,4997.00
202,18,4997.00
202,18,4997.00
202,18,4997.00
202,18,4997.00
202,18,4997.00
202,18,4997.00
202,19,4997.00
203,19,5000.00
205,19,4985.00
205,19,4985.00
206,19,4995.00
206,19,4995.00
206,19,4995.00
206,19,4995.00
206,19,4995.00
207,19,5000.00
207,19,5000.00
207,20,5000.00
208,20,4997.00
208,20,4997.00
208,20,4997.00
208,20,4997.00
208,20,4997.00
209,20,4989.00
209,20,4989.00
210,20,4998.00
210,20,4998.00
210,21,4998.00
211,21,4995.00
211,21,4995.00
211,21,4995.00
211,21,4995.00
212,21,4837.00
214,21,4898.00
214,21,4898.00
216,21,4922.00
217,21,4903.00
217,22,4903.00
218,22,4926.00
219,22,4898.00
222,22,4984.00
223,22,4938.00
224,22,4969.00
225,22,4973.00
226,22,4991.00
226,22,4991.00
227,23,4996.00
228,23,4989.00
229,23,4996.00
229,23,4996.00
229,23,4996.00
229,23,4996.00
230,23,5000.00
230,23,5000.00
231,23,4999.00
231,23,4999.00
232,24,4998.00
233,24,4886.00
235,24,4833.00
236,24,4912.00
236,24,4912.00
239,24,4838.00
239,24,4838.00
240,24,4871.00
241,24,4950.00
242,24,4969.00
244,25,4831.00
246,25,4925.00
247,25,4883.00
248,25,4903.00
249,25,4858.00
250,25,4926.00
251,25,4941.00
252,25,4899.00
253,25,4903.00
254,26,4947.00
256,26,4957.00
257,26,4965.00
258,26,4960.00
259,26,4998.00
260,26,4988.00
260,26,4988.00
261,26,4983.00
261,26,4983.00
263,26,4986.00
263,27,4986.00
263,27,4986.00
264,27,4999.00
264,27,4999.00
265,27,4997.00
265,27,4997.00
266,27,4995.00
266,27,4995.00
267,27,4998.00
268,27,5000.00
268,28,5000.00
268,28,5000.00
268,28,5000.00
268,28,5000.00
268,28,5000.00
269,28,4999.00
269,28,4999.00
270,28,4996.00
270,28,4996.00
270,28,4996.00
271,29,4980.00
272,29,4998.00
272,29,4998.00
273,29,4993.00
273,29,4993.00
274,29,4991.00
274,29,4991.00
275,29,4998.00
275,29,4998.00
275,30,4998.00
276,30,4983.00
277,30,4997.00
277,30,4997.00
277,30,4997.00
278,30,4999.00
279,30,4993.00
281,30,4999.00
281,30,4999.00
281,30,4999.00
281,31,4999.00
281,31,4999.00
282,31,5000.00
283,31,4995.00
283,31,4995.00
283,31,4995.00
283,31,4995.00
284,31,4998.00
284,31,4998.00
284,31,4998.00
285,32,4999.00
285,32,4999.00
285,32,4999.00
285,32,4999.00
286,32,4998.00
286,32,4998.00
286,32,4998.00
287,32,4997.00
287,32,4997.00
287,32,4997.00
288,33,5000.00
288,33,5000.00
288,33,5000.00
288,33,5000.00
289,33,4999.00
289,33,4999.00
289,33,4999.00
289,33,4999.00
289,33,4999.00
289,33,4999.00
290,34,5000.00
290,34,5000.00
290,34,5000.00
290,34,5000.00
290,34,5000.00
291,34,4998.00
292,34,4990.00
293,34,4990.00
294,34,4996.00
294,34,4996.00
294,35,4996.00
294,35,4996.00
296,35,4998.00
296,35,4998.00
296,35,4998.00
297,35,4996.00
298,35,4994.00
299,35,5000.00
299,35,5000.00
300,35,4996.00
301,36,4990.00
301,36,4990.00
302,36,4986.00
303,36,5000.00
303,36,5000.00
303,36,5000.00
303,36,5000.00
304,36,5000.00
304,36,5000.00
304,36,5000.00
305,37,4998.00
305,37,4998.00
307,37,4998.00
307,37,4998.00
307,37,4998.00
307,37,4998.00
307,37,4998.00
308,37,4999.00
308,37,4999.00
308,37,4999.00
309,38,4990.00
309,38,4990.00
310,38,5000.00
310,38,5000.00
310,38,5000.00
311,38,4990.00
311,38,4990.00
311,38,4990.00
311,38,4990.00
312,38,4999.00
312,39,4999.00
312,39,4999.00
315,39,4834.00
315,39,4834.00
316,39,4843.00
318,39,4907.00
318,39,4907.00
320,39,4932.00
321,39,4976.00
321,39,4976.00
323,40,4988.00
324,40,4984.00
324,40,4984.00
325,40,4982.00
325,40,4982.00
327,40,4991.00
327,40,4991.00
327,40,4991.00
329,40,4994.00
329,41,4994.00
329,41,4994.00
330,41,4982.00
330,41,4982.00
331,41,4990.00
331,41,4990.00
331,41,4990.00
332,41,5000.00
332,41,5000.00
332,41,5000.00
333,42,4993.00
333,42,4993.00
333,42,4993.00
333,42,4993.00
333,42,4993.00
334,42,4998.00
334,42,4998.00
334,42,4998.00
334,42,4998.00
336,42,4993.00
336,43,4993.00
336,43,4993.00
336,43,4993.00
336,43,4993.00
337,43,4998.00
337,43,4998.00
338,43,5000.00
338,43,5000.00
338,43,5000.00
339,43,4994.00
340,44,4992.00
340,44,4992.00
340,44,4992.00
341,44,4950.00
342,44,4995.00
342,44,4995.00
342,44,4995.00
343,44,4987.00
344,44,4974.00
345,44,4991.00
345,45,4991.00
346,45,4994.00
347,45,5000.00
347,45,5000.00
348,45,4994.00
348,45,4994.00
348,45,4994.00
348,45,4994.00
348,45,4994.00
350,45,4947.00
351,46,4945.00
352,46,4986.00
353,46,4997.00
353,46,4997.00
354,46,4997.00
354,46,4997.00
355,46,4990.00
355,46,4990.00
356,46,4995.00
356,46,4995.00
357,47,4990.00
358,47,4993.00
359,47,5000.00
359,47,5000.00
359,47,5000.00
359,47,5000.00
359,47,5000.00
359,47,5000.00
360,47,4998.00
360,47,4998.00
360,48,4998.00
361,48,4978.00
361,48,4978.00
362,48,4983.00
363,48,4992.00
363,48,4992.00
363,48,4992.00
364,48,4998.00
364,48,4998.00
364,48,4998.00
364,49,4998.00
365,49,4998.00
365,49,4998.00
365,49,4998.00
365,49,4998.00
365,49,4998.00
365,49,4998.00
365,49,4998.00
365,49,4998.00
366,49,5000.00
367,50,4977.00
368,50,4983.00
368,50,4983.00
368,50,4983.00
368,50,4983.00
370,50,4986.00
370,50,4986.00
371,50,5000.00
371,50,5000.00
372,50,4999.00
372,51,4999.00
372,51,4999.00
373,51,4993.00
373,51,4993.00
373,51,4993.00
374,51,5000.00
374,51,5000.00
374,51,5000.00
374,51,5000.00
375,51,5000.00
375,52,5000.00
376,52,4999.00
376,52,4999.00
376,52,4999.00
376,52,4999.00
377,52,4997.00
377,52,4997.00
377,52,4997.00
