49,0,2828.00
53,0,4392.00
69,0,3969.00
69,0,3969.00
70,1,4009.00
71,1,4030.00
72,1,4234.00
75,1,4794.00
75,1,4794.00
78,1,4380.00
79,1,4529.00
80,1,4631.00
82,2,4685.00
84,2,4901.00
85,2,4616.00
86,2,4627.00
88,2,4639.00
88,2,4639.00
90,2,4889.00
91,2,4645.00
93,2,4709.00
94,3,4975.00
96,3,4949.00
96,3,4949.00
97,3,4976.00
99,3,4849.00
101,3,4799.00
102,3,4921.00
103,3,4852.00
104,3,4885.00
107,4,4994.00
107,4,4994.00
108,4,4987.00
109,4,5000.00
110,4,4990.00
111,4,4946.00
113,4,4995.00
113,4,4995.00
113,4,4995.00
115,5,4975.00
115,5,4975.00
116,5,4983.00
117,5,4971.00
118,5,4979.00
118,5,4979.00
119,5,4985.00
120,5,4997.00
120,5,4997.00
121,6,4998.00
